OrderID,OrderDate,Region,Category,PaymentMethod,Quantity,UnitPrice,Revenue,CustomerAge
ORD1426,2025-11-20,East,Electronics,UPI,8.0,478.13,3825.04,
ORD1327,2025-05-29,North,Furniture,cash ,3.0,92.99,278.97,33.0
ORD1446,2025-01-28,East,Furniture,cash ,5.0,451.71,2258.55,55.0
ORD1154,2025-10-18, East ,Furniture,Credit Card,6.0,176.44,1058.64,35.0
ORD1499,2025-01-13,north,Electronics,Debit Card,1.0,339.67,339.67,42.0
ORD1526,2025-10-21,,Clothing,cash ,3.0,87.05,261.15,46.0
ORD1529,2025-12-21,West,Grocery,UPI,9.0,113.46,1021.14,54.0
ORD1385,2025-11-01,East,Grocery,Credit Card,5.0,306.22,1531.1,
ORD1324,2025-06-09,north,Grocery,cash ,2.0,326.85,653.7,36.0
ORD1155,2025-12-13,North,Grocery,Cash,3.0,127.87,383.61,42.0
ORD1236,2025-06-02,SOUTH,Electronics,cash ,4.0,218.0,872.0,55.0
ORD1293,2025-09-20,SOUTH,Electronics,Debit Card,8.0,265.62,2124.96,64.0
ORD1485,2025-12-24,West,Clothing,UPI,8.0,151.17,1209.36,51.0
ORD1370,2025-05-26, East ,Furniture,Credit Card,9.0,466.89,4202.01,62.0
ORD1388,2025-01-17,South,,Credit Card,5.0,74.78,373.9,39.0
ORD1536,2025-11-18, East ,Grocery,cash ,5.0,126.67,633.35,46.0
ORD1417,2025-09-27,South,Electronics,Cash,3.0,413.89,1241.67,36.0
ORD1354,2025-01-22,West,Toys,credit card,2.0,58.43,116.86,38.0
ORD1371,2025-06-10,North,Furniture,Debit Card,6.0,495.61,2973.66,28.0
ORD1132,2025-09-18, East ,Clothing,Debit Card,2.0,,329.14,19.0
ORD1384,2025-11-10,north,Clothing,credit card,3.0,363.95,1091.85,54.0
ORD1496,2025-11-03,north,Grocery,Credit Card,6.0,191.77,1150.62,29.0
ORD1515,2025-11-09,SOUTH,Furniture,Cash,5.0,325.0,1625.0,24.0
ORD1498,2025-11-12,East,Electronics,,7.0,130.84,915.88,60.0
ORD1509,2025-10-30,north,Clothing,,5.0,455.98,2279.9,19.0
ORD1574,2025-08-02,north,Grocery,UPI,7.0,472.5,3307.5,30.0
ORD1239,2025-04-05,SOUTH,Grocery,credit card,9.0,430.76,3876.84,55.0
ORD1134,2025-02-07, East ,Grocery,cash ,1.0,426.11,426.11,61.0
ORD1202,2025-03-02,north,Grocery,Debit Card,6.0,491.25,2947.5,63.0
ORD1272,2025-05-31,SOUTH,Toys,Debit Card,2.0,104.92,209.84,25.0
ORD1108,2025-05-18,North,Clothing,Credit Card,4.0,232.27,929.08,51.0
ORD1098,2025-11-07,SOUTH,Furniture,Credit Card,5.0,499.86,2499.3,55.0
ORD1142,2025-01-15, East ,Toys,,4.0,372.02,1488.08,44.0
ORD1504,2025-05-17,North,Grocery,cash ,8.0,,2604.96,53.0
ORD1595,2025-11-27,South,Clothing,UPI,6.0,194.73,1168.38,53.0
ORD1273,2025-12-07,North,Toys,cash ,5.0,481.86,2409.3,64.0
ORD1447,2025-12-16,South,Electronics,Credit Card,3.0,227.18,681.54,62.0
ORD1220,2025-09-15,SOUTH,Toys,credit card,7.0,100.6,704.2,
ORD1259,2025-03-28,,Furniture,cash ,2.0,94.58,189.16,22.0
ORD1099,2025-09-16,north,Toys,credit card,5.0,379.76,1898.8,36.0
ORD1342,2025-11-29,North,Grocery,Credit Card,3.0,40.27,120.81,
ORD1213,2025-10-11,north,Toys,Credit Card,2.0,250.1,500.2,49.0
ORD1571,2025-05-04,North,Electronics,Debit Card,5.0,156.85,784.25,44.0
ORD1566,2025-08-04,East,Toys,Cash,6.0,275.48,1652.88,66.0
ORD1179,2025-06-22,North,Clothing,credit card,2.0,87.31,174.62,60.0
ORD1146,2025-06-06,north,Toys,Debit Card,2.0,11.04,22.08,68.0
ORD1168,2025-11-26, East ,Electronics,credit card,3.0,65.77,197.31,36.0
ORD1316,2025-05-23,SOUTH,Furniture,credit card,4.0,108.21,432.84,64.0
ORD1270,2025-10-03,north,Clothing,Cash,2.0,164.95,329.9,46.0
ORD1109,2025-09-19,north,,credit card,3.0,270.95,812.85,40.0
ORD1013,2025-05-09,West,Grocery,Cash,1.0,357.11,357.11,52.0
ORD1409,2025-10-06,SOUTH,Electronics,credit card,3.0,20.4,61.2,33.0
ORD1060,2025-07-11, East ,Toys,cash ,7.0,28.62,200.34,
ORD1505,2025-04-19, East ,Toys,credit card,2.0,200.39,400.78,25.0
ORD1569,2025-05-31,South,Grocery,Credit Card,5.0,40.09,200.45,31.0
ORD1283,2025-04-12,South,Grocery,,8.0,,2686.16,27.0
ORD1261,2025-05-10, East ,Electronics,Cash,9.0,484.86,4363.74,19.0
ORD1450,2025-05-02,SOUTH,Furniture,Debit Card,2.0,195.2,390.4,20.0
ORD1308,2025-12-20, East ,Furniture,cash ,4.0,481.02,1924.08,46.0
ORD1003,2025-07-11,West,Toys,Credit Card,,8.5,51.0,42.0
ORD1419,2025-09-08,West,Electronics,Debit Card,3.0,437.01,1311.03,31.0
ORD1446,2025-01-28,East,Furniture,cash ,5.0,451.71,2258.55,55.0
ORD1560,2025-04-06, East ,Grocery,cash ,1.0,65.41,65.41,56.0
ORD1187,2025-01-17,South,Electronics,Credit Card,8.0,380.4,3043.2,48.0
ORD1320,2025-09-13,South,Electronics,UPI,9.0,242.28,2180.52,50.0
ORD1052,2025-09-21,SOUTH,Furniture,Cash,,18.67,130.69,51.0
ORD1017,2025-08-15,north,Grocery,Credit Card,5.0,282.83,1414.15,31.0
ORD1165,2025-09-12,north,Electronics,credit card,3.0,444.29,1332.87,45.0
ORD1050,2025-10-26,SOUTH,,UPI,,212.79,1489.53,67.0
ORD1191,2025-09-27, East ,Toys,Credit Card,3.0,462.58,1387.74,67.0
ORD1115,2025-08-27,SOUTH,Grocery,credit card,1.0,142.05,142.05,18.0
ORD1451,2025-06-05,West,Electronics,Cash,9.0,18.57,167.13,50.0
ORD1463,2025-02-11,South,Toys,Cash,1.0,256.19,256.19,61.0
ORD1544,2025-11-08,East,Toys,,3.0,144.84,434.52,
ORD1591,2025-09-05,West,Electronics,Cash,9.0,336.98,3032.82,67.0
ORD1066,2025-01-04, East ,Clothing,Credit Card,4.0,,1159.44,67.0
ORD1057,2025-05-27,North,Grocery,Debit Card,7.0,129.18,904.26,43.0
ORD1240,2025-09-24,SOUTH,Grocery,,1.0,55.88,55.88,63.0
ORD1523,2025-04-12,SOUTH,Furniture,Credit Card,9.0,346.55,3118.95,43.0
ORD1030,2025-07-03,East,Electronics,cash ,8.0,237.8,1902.4,51.0
ORD1281,2025-03-30,north,Electronics,Debit Card,7.0,283.9,1987.3,36.0
ORD1055,2025-09-21,north,Furniture,Debit Card,5.0,231.35,1156.75,23.0
ORD1381,2025-11-25,north,Furniture,Cash,4.0,311.75,1247.0,60.0
ORD1452,2025-06-16,South,Furniture,credit card,7.0,75.58,529.06,18.0
ORD1022,2025-01-28,West,Furniture,Debit Card,7.0,448.57,3139.99,
ORD1379,2025-02-05,north,Furniture,UPI,6.0,134.54,807.24,52.0
ORD1214,2025-11-14,north,Grocery,UPI,3.0,177.17,531.51,51.0
ORD1440,2025-09-07,north,Electronics,Cash,7.0,360.2,2521.4,64.0
ORD1051,2025-01-13,West,Clothing,Credit Card,4.0,400.16,1600.64,18.0
ORD1046,2025-02-15,north,Grocery,Debit Card,9.0,,4290.93,46.0
ORD1209,2025-11-25,,Toys,UPI,9.0,198.63,1787.67,45.0
ORD1521,2025-01-25,South,Grocery,credit card,3.0,77.75,233.25,25.0
ORD1140,2025-06-02,North,Electronics,UPI,5.0,453.7,2268.5,68.0
ORD1558,2025-06-02,East,Toys,credit card,6.0,391.46,2348.76,42.0
ORD1514,2025-08-12,north,Electronics,Credit Card,7.0,261.39,1829.73,69.0
ORD1442,2025-06-10, East ,,UPI,5.0,64.91,324.55,45.0
ORD1397,2025-03-13,,Electronics,cash ,8.0,262.49,2099.92,37.0
ORD1465,2025-05-05,East,Toys,UPI,4.0,203.88,815.52,34.0
ORD1466,2025-04-09,West,Clothing,cash ,9.0,397.3,3575.7,36.0
ORD1252,2025-12-18,North,Grocery,Cash,3.0,341.71,1025.13,46.0
ORD1222,2025-07-07,north,Grocery,cash ,3.0,381.71,1145.13,27.0
ORD1392,2025-05-23,north,Furniture,Debit Card,9.0,282.29,2540.61,45.0
ORD1453,2025-07-12, East ,Furniture,Cash,2.0,320.27,640.54,150.0
ORD1097,2025-06-26,north,Electronics,UPI,9.0,210.34,1893.06,18.0
ORD1467,2025-06-14,,Toys,Debit Card,5.0,240.4,1202.0,53.0
ORD1561,2025-05-06,North,Electronics,UPI,9.0,101.64,914.76,30.0
ORD1458,2025-08-22,East,Clothing,cash ,5.0,148.18,740.9,54.0
ORD1023,2025-07-09,North,Electronics,Credit Card,9.0,409.92,3689.28,58.0
ORD1487,2025-08-21,SOUTH,Toys,credit card,5.0,111.24,556.2,36.0
ORD1355,2025-10-10,South,,Debit Card,6.0,273.41,1640.46,50.0
ORD1292,2025-11-08,North,Clothing,credit card,8.0,481.65,3853.2,21.0
ORD1300,2025-03-19,north,Toys,Credit Card,9.0,493.95,4445.55,52.0
ORD1580,2025-01-02,West,Clothing,cash ,6.0,76.25,457.5,56.0
ORD1242,2025-08-30,West,,UPI,1.0,48.49,48.49,30.0
ORD1588,2025-06-13,East,Electronics,UPI,4.0,364.23,1456.92,63.0
ORD1306,2025-05-29,SOUTH,Clothing,Cash,6.0,119.26,715.56,20.0
ORD1284,2025-09-22,East,Toys,UPI,8.0,261.95,2095.6,23.0
ORD1192,2025-11-11, East ,Toys,UPI,4.0,423.05,1692.2,35.0
ORD1598,2025-12-11, East ,Electronics,Debit Card,,448.2,448.2,26.0
ORD1082,2025-01-05,north,Toys,cash ,3.0,292.75,878.25,
ORD1576,2025-12-04, East ,Clothing,Credit Card,9.0,10.68,96.12,46.0
ORD1232,2025-09-14,South,Furniture,cash ,2.0,110.49,220.98,66.0
ORD1401,2025-09-03,,Electronics,,7.0,483.73,3386.11,62.0
ORD1038,2025-04-26,East,,Debit Card,6.0,336.15,2016.9,52.0
ORD1549,2025-01-24,,Furniture,Cash,2.0,438.56,877.12,120.0
ORD1010,2025-07-21,SOUTH,Furniture,cash ,,287.37,2298.96,57.0
ORD1565,2025-03-19,South,Electronics,cash ,2.0,221.64,443.28,21.0
ORD1032,2025-12-15,,,Debit Card,4.0,13.21,52.84,20.0
ORD1204,2025-02-28,West,Toys,cash ,5.0,416.17,2080.85,63.0
ORD1380,2025-08-08,SOUTH,Clothing,cash ,9.0,389.47,3505.23,61.0
ORD1431,2025-09-14, East ,Electronics,UPI,1.0,24.68,24.68,23.0
ORD1414,2025-07-26,South,,Credit Card,6.0,337.01,2022.06,40.0
ORD1025,2025-06-21, East ,Grocery,cash ,8.0,352.99,2823.92,66.0
ORD1305,2025-09-26,North,Furniture,UPI,5.0,39.62,198.1,49.0
ORD1586,2025-02-17,north,Grocery,cash ,4.0,352.06,1408.24,42.0
ORD1304,2025-06-13,East,Electronics,Credit Card,6.0,180.72,1084.32,21.0
ORD1322,2025-01-25,north,Toys,UPI,8.0,241.73,1933.84,21.0
ORD1455,2025-06-25,West,Furniture,cash ,1.0,57.1,57.1,66.0
ORD1023,2025-07-09,North,Electronics,Credit Card,9.0,409.92,3689.28,58.0
ORD1089,2025-02-16,North,Electronics,cash ,1.0,315.64,315.64,20.0
ORD1065,2025-08-11,South,Clothing,Cash,,271.99,271.99,62.0
ORD1377,2025-05-06, East ,Clothing,Cash,1.0,391.21,391.21,53.0
ORD1340,2025-09-04,South,Grocery,cash ,8.0,117.35,938.8,34.0
ORD1193,2025-04-13,North,Grocery,Debit Card,,443.07,886.14,60.0
ORD1289,2025-02-21,SOUTH,Grocery,credit card,3.0,292.56,877.68,59.0
ORD1430,2025-03-08,SOUTH,Furniture,UPI,8.0,302.32,2418.56,58.0
ORD1336,2025-02-03,West,Furniture,UPI,8.0,406.29,3250.32,46.0
ORD1228,2025-02-27, East ,Clothing,,2.0,498.58,997.16,34.0
ORD1357,2025-05-08,north,Clothing,UPI,8.0,127.11,1016.88,22.0
ORD1375,2025-02-04,,Clothing,Cash,5.0,421.76,2108.8,54.0
ORD1040,2025-12-04,,Grocery,credit card,9.0,92.08,828.72,21.0
ORD1449,2025-10-11,north,Grocery,UPI,4.0,338.12,1352.48,26.0
ORD1235,2025-12-15,West,Toys,Debit Card,3.0,96.8,290.4,
ORD1318,2025-06-07,SOUTH,Grocery,,9.0,,1481.85,52.0
ORD1172,2025-12-08,West,Electronics,UPI,8.0,492.76,3942.08,40.0
ORD1277,2025-03-31,SOUTH,Furniture,UPI,2.0,304.45,608.9,26.0
ORD1525,2025-08-14, East ,Toys,UPI,5.0,481.34,2406.7,23.0
ORD1572,2025-05-20,North,Electronics,credit card,9.0,439.6,74520.0681971047,
ORD1329,2025-12-25,West,Furniture,credit card,4.0,329.58,1318.32,55.0
ORD1244,2025-03-31,SOUTH,Clothing,UPI,2.0,25.39,50.78,61.0
ORD1056,2025-12-31,West,Grocery,Debit Card,2.0,260.57,521.14,47.0
ORD1217,2025-12-11,north,Clothing,Debit Card,,98.66,591.96,22.0
ORD1071,2025-03-16,north,Furniture,Credit Card,5.0,483.95,2419.75,53.0
ORD1416,2025-01-30, East ,Grocery,Debit Card,1.0,25.8,25.8,41.0
ORD1404,2025-10-08,West,Clothing,,,486.86,2434.3,45.0
ORD1090,2025-05-24, East ,Electronics,Cash,8.0,200.29,1602.32,41.0
ORD1166,2025-09-21,South,Grocery,cash ,8.0,404.39,3235.12,33.0
ORD1285,2025-04-27,north,Clothing,Credit Card,5.0,202.42,1012.1,54.0
ORD1170,2025-01-11,South,Clothing,Cash,7.0,21.94,153.58,37.0
ORD1054,2025-11-01,West,Clothing,cash ,6.0,270.86,1625.16,54.0
ORD1394,2025-02-13,North,Clothing,,3.0,57.21,171.63,69.0
ORD1330,2025-08-19,South,Toys,Debit Card,3.0,187.04,561.12,45.0
ORD1245,2025-11-01,East,Toys,Cash,6.0,299.41,1796.46,26.0
ORD1066,2025-01-04, East ,Clothing,Credit Card,4.0,,1159.44,67.0
ORD1271,2025-07-04, East ,Grocery,UPI,7.0,335.1,2345.7,37.0
ORD1378,2025-11-22,,Furniture,Debit Card,9.0,376.93,3392.37,41.0
ORD1425,2025-12-23,East,Furniture,Credit Card,5.0,51.46,257.3,
ORD1543,2025-10-05,South,Toys,Credit Card,,292.9,1171.6,28.0
ORD1559,2025-02-20,West,Electronics,Credit Card,8.0,83.72,669.76,32.0
ORD1120,2025-07-21, East ,Electronics,Credit Card,7.0,49.16,344.12,
ORD1319,2025-03-07,East,Clothing,Cash,2.0,478.87,957.74,35.0
ORD1087,2025-11-08,North,Toys,cash ,5.0,26.48,132.4,38.0
ORD1188,2025-05-29,North,Toys,cash ,6.0,490.39,2942.34,35.0
ORD1343,2025-01-17,north,Furniture,credit card,8.0,,27101.768205300275,63.0
ORD1173,2025-05-08,North,Clothing,Cash,1.0,138.0,138.0,57.0
ORD1489,2025-05-28,South,Clothing,Debit Card,4.0,155.08,620.32,32.0
ORD1477,2025-07-08, East ,Clothing,cash ,6.0,362.74,2176.44,27.0
ORD1530,2025-03-30,South,Grocery,cash ,6.0,11.45,68.7,23.0
ORD1439,2025-11-28,north,Toys,credit card,1.0,412.78,412.78,
ORD1118,2025-01-14,East,Grocery,Cash,7.0,258.28,1807.96,64.0
ORD1119,2025-10-01,South,Grocery,Cash,9.0,370.02,3330.18,45.0
ORD1328,2025-09-09,,Furniture,Debit Card,7.0,118.3,828.1,54.0
ORD1454,2025-05-06,East,Electronics,,6.0,,2545.98,25.0
ORD1243,2025-03-18,West,Clothing,cash ,7.0,70.69,494.83,56.0
ORD1138,2025-03-03,West,Electronics,credit card,9.0,343.08,3087.72,25.0
ORD1145,2025-04-28,SOUTH,Toys,Debit Card,8.0,303.96,2431.68,32.0
ORD1148,2025-12-26,SOUTH,Clothing,cash ,8.0,255.41,2043.28,42.0
ORD1344,2025-08-16,East,Furniture,Cash,7.0,393.0,2751.0,68.0
ORD1528,2025-11-29,South,,Debit Card,6.0,58.9,6656.402815907592,21.0
ORD1162,2025-08-10,SOUTH,Grocery,Debit Card,,170.51,170.51,56.0
ORD1597,2025-08-26,East,Clothing,Credit Card,9.0,107.08,963.72,60.0
ORD1114,2025-10-28,East,Electronics,UPI,9.0,243.17,2188.53,39.0
ORD1147,2025-08-31,West,,UPI,5.0,414.27,2071.35,27.0
ORD1150,2025-10-20, East ,Clothing,Credit Card,9.0,214.94,1934.46,46.0
ORD1583,2025-05-14, East ,Grocery,UPI,9.0,354.78,60141.560043150144,65.0
ORD1390,2025-05-05, East ,Furniture,cash ,3.0,30.72,92.16,66.0
ORD1382,2025-01-21,West,Clothing,Credit Card,7.0,47.78,334.46,32.0
ORD1031,2025-07-17,SOUTH,Grocery,Credit Card,9.0,163.79,1474.11,23.0
ORD1568,2025-01-13,SOUTH,Grocery,Cash,9.0,82.85,745.65,21.0
ORD1221,2025-02-15,East,Electronics,Credit Card,1.0,62.34,62.34,51.0
ORD1335,2025-07-07,East,Toys,Debit Card,7.0,78.87,552.09,21.0
ORD1020,2025-05-23,East,Toys,,7.0,148.43,1039.01,39.0
ORD1473,2025-07-22,North,Grocery,UPI,1.0,433.46,433.46,31.0
ORD1113,2025-05-13,North,Furniture,UPI,2.0,68.73,137.46,43.0
ORD1372,2025-12-25,North,Clothing,credit card,9.0,284.95,2564.55,27.0
ORD1000,2025-04-13,West,Toys,Cash,8.0,301.34,2410.72,56.0
ORD1256,2025-03-07, East ,Clothing,Debit Card,6.0,329.23,1975.38,
ORD1445,2025-09-23,SOUTH,Clothing,Cash,6.0,62.29,373.74,56.0
ORD1313,2025-08-14,north,Furniture,Credit Card,7.0,135.24,946.68,19.0
ORD1074,2025-08-05,East,Electronics,cash ,1.0,269.49,269.49,37.0
ORD1358,2025-01-03,North,Furniture,Cash,2.0,106.0,212.0,27.0
ORD1540,2025-07-25,North,Clothing,credit card,4.0,196.23,784.92,44.0
ORD1002,2025-06-01,East,Toys,UPI,8.0,,3336.48,55.0
ORD1592,2025-07-31,north,Electronics,credit card,7.0,29.76,208.32,69.0
ORD1058,2025-04-27,SOUTH,Electronics,Debit Card,5.0,33.81,169.05,18.0
ORD1519,2025-03-31,North,Toys,,2.0,324.07,648.14,49.0
ORD1403,2025-02-28, East ,Grocery,credit card,9.0,51.05,459.45,21.0
ORD1339,2025-04-07,South,Clothing,UPI,8.0,233.43,1867.44,28.0
ORD1004,2025-02-18,East,Grocery,,,194.32,582.96,69.0
ORD1278,2025-06-10,North,Electronics,credit card,9.0,49.79,448.11,48.0
ORD1080,2025-05-26, East ,Furniture,Credit Card,1.0,55.06,55.06,24.0
ORD1026,2025-11-14,North,Clothing,Debit Card,7.0,251.14,1757.98,66.0
ORD1216,2025-12-02,West,Electronics,Cash,9.0,170.33,1532.97,62.0
ORD1410,2025-03-07,,Furniture,cash ,9.0,329.36,2964.24,18.0
ORD1511,2025-01-17,West,Furniture,credit card,,481.93,4337.37,43.0
ORD1147,2025-08-31,West,,UPI,5.0,414.27,2071.35,27.0
ORD1014,2025-10-16,East,Toys,UPI,7.0,,2290.96,45.0
ORD1174,2025-08-25,North,Electronics,cash ,6.0,418.29,2509.74,21.0
ORD1086,2025-11-13, East ,Electronics,Credit Card,3.0,293.77,881.31,66.0
ORD1165,2025-09-12,north,Electronics,credit card,3.0,444.29,1332.87,45.0
ORD1539,2025-04-27,SOUTH,Grocery,Cash,1.0,224.96,224.96,43.0
ORD1059,2025-08-27,South,Electronics,credit card,5.0,320.94,1604.7,56.0
ORD1533,2025-04-04,North,Grocery,Credit Card,4.0,284.72,1138.88,39.0
ORD1164,2025-02-24,West,Clothing,credit card,8.0,18.41,147.28,20.0
ORD1360,2025-03-27,South,Clothing,UPI,6.0,417.18,2503.08,31.0
ORD1041,2025-10-16,SOUTH,Toys,Debit Card,8.0,326.57,2612.56,24.0
ORD1346,2025-11-25,South,Clothing,,1.0,131.43,131.43,21.0
ORD1079,2025-08-11,,Toys,Cash,7.0,275.23,1926.61,28.0
ORD1367,2025-06-07,South,Grocery,Debit Card,3.0,251.64,754.92,63.0
ORD1028,2025-02-23, East ,Toys,Credit Card,1.0,123.58,123.58,19.0
ORD1480,2025-10-09,North,Grocery,Credit Card,4.0,417.9,1671.6,18.0
ORD1406,2025-12-30,West,Electronics,credit card,8.0,249.64,37616.39839192238,20.0
ORD1541,2025-03-23,,Electronics,UPI,1.0,99.84,99.84,62.0
ORD1351,2025-08-01,West,Grocery,cash ,1.0,324.68,324.68,52.0
ORD1084,2025-10-19,SOUTH,Furniture,Cash,6.0,354.02,2124.12,27.0
ORD1062,2025-03-10, East ,Electronics,cash ,4.0,91.79,367.16,
ORD1599,2025-12-04,East,Toys,UPI,6.0,216.66,1299.96,53.0
ORD1136,2025-01-01,SOUTH,Furniture,credit card,8.0,414.83,3318.64,54.0
ORD1111,2025-07-03,North,Grocery,Cash,2.0,302.96,605.92,68.0
ORD1194,2025-07-02, East ,Furniture,Credit Card,4.0,396.41,1585.64,42.0
ORD1479,2025-07-03,SOUTH,Electronics,cash ,3.0,498.92,1496.76,25.0
ORD1043,2025-08-26,SOUTH,Toys,Cash,6.0,453.52,2721.12,44.0
ORD1395,2025-10-06,North,Grocery,UPI,,223.33,669.99,28.0
ORD1129,2025-10-27,north,Clothing,cash ,4.0,215.59,862.36,50.0
ORD1415,2025-04-01,South,Furniture,,8.0,68.78,550.24,36.0
ORD1218,2025-08-23,north,Clothing,Credit Card,3.0,440.14,1320.42,59.0
ORD1096,2025-06-26,East,Toys,UPI,9.0,485.11,4365.99,44.0
ORD1124,2025-11-16,South,Grocery,Cash,6.0,304.86,1829.16,50.0
ORD1582,2025-03-25,East,Clothing,cash ,5.0,12.48,62.4,20.0
ORD1226,2025-10-12,West,Furniture,Cash,3.0,299.23,897.69,29.0
ORD1177,2025-01-17,north,,cash ,7.0,57.76,404.32,39.0
ORD1492,2025-12-27,West,Electronics,Credit Card,1.0,258.01,258.01,43.0
ORD1594,2025-10-23,East,Toys,UPI,3.0,111.6,334.8,50.0
ORD1581,2025-08-07,,Furniture,Cash,9.0,50.57,455.13,61.0
ORD1103,2025-11-02,West,Electronics,cash ,5.0,48.76,243.8,34.0
ORD1081,2025-06-23,north,Clothing,Credit Card,2.0,446.49,892.98,19.0
ORD1359,2025-10-29, East ,Grocery,Cash,2.0,,361.84,30.0
ORD1506,2025-09-20,West,Clothing,Cash,6.0,324.19,1945.14,38.0
ORD1264,2025-04-03,South,Furniture,,9.0,218.29,1964.61,37.0
ORD1323,2025-01-25, East ,Furniture,credit card,4.0,222.56,890.24,23.0
ORD1227,2025-01-07,north,Grocery,Credit Card,6.0,189.06,1134.36,49.0
ORD1301,2025-09-20,north,Clothing,Cash,6.0,225.67,1354.02,58.0
ORD1275,2025-05-16, East ,Electronics,Debit Card,8.0,398.78,3190.24,21.0
ORD1585,2025-03-24,South,Electronics,UPI,5.0,472.64,2363.2,39.0
ORD1263,2025-10-28, East ,Grocery,UPI,3.0,223.8,671.4,33.0
ORD1547,2025-04-22, East ,Furniture,cash ,9.0,185.36,1668.24,32.0
ORD1490,2025-01-22,SOUTH,Furniture,,7.0,361.72,2532.04,29.0
ORD1253,2025-07-26,,,Credit Card,5.0,364.95,1824.75,41.0
ORD1171,2025-09-18,north,,UPI,5.0,150.76,753.8,69.0
ORD1237,2025-11-15,SOUTH,Toys,credit card,2.0,399.79,799.58,28.0
ORD1411,2025-09-04, East ,Grocery,Debit Card,9.0,,1005.21,32.0
ORD1139,2025-10-22,SOUTH,Grocery,credit card,6.0,272.19,1633.14,32.0
ORD1303,2025-02-11,,Toys,cash ,4.0,47.4,189.6,50.0
ORD1267,2025-04-30,West,Furniture,cash ,4.0,138.53,554.12,19.0
ORD1555,2025-02-16,SOUTH,Furniture,cash ,5.0,273.52,1367.6,25.0
ORD1478,2025-10-25,SOUTH,Toys,Debit Card,2.0,170.04,340.08,52.0
ORD1212,2025-02-07,East,Toys,UPI,,45.12,90.24,65.0
ORD1198,2025-07-04,West,Electronics,UPI,9.0,171.5,1543.5,37.0
ORD1538,2025-02-03,East,Electronics,Credit Card,7.0,189.0,1323.0,37.0
ORD1015,2025-05-15,North,Furniture,UPI,1.0,36.46,36.46,40.0
ORD1163,2025-05-11,South,Clothing,Cash,2.0,207.32,414.64,40.0
ORD1457,2025-03-16,north,Furniture,,6.0,463.19,2779.14,
ORD1513,2025-10-10,SOUTH,Toys,UPI,,64.5,580.5,23.0
ORD1429,2025-06-28,,Furniture,Debit Card,4.0,195.33,781.32,62.0
ORD1037,2025-08-21,East,Grocery,Cash,4.0,444.11,1776.44,50.0
ORD1527,2025-01-08,West,Toys,Cash,1.0,72.81,72.81,28.0
ORD1206,2025-09-19,north,Toys,cash ,7.0,442.47,3097.29,52.0
ORD1295,2025-01-10,South,Electronics,credit card,8.0,386.12,3088.96,66.0
ORD1473,2025-07-22,North,Grocery,UPI,1.0,433.46,433.46,31.0
ORD1073,2025-04-06, East ,Toys,Debit Card,1.0,341.52,341.52,40.0
ORD1408,2025-06-12,West,Clothing,Credit Card,3.0,227.92,683.76,28.0
ORD1104,2025-04-22, East ,Toys,credit card,2.0,403.5,807.0,56.0
